広告ID,広告名,広告セット名,キャンペーン名,訴求名,登録経路,インプレッション,クリック,消費額,CV数,フロント販売本数,CPM,CTR(%),CVR(%),CPA,フロントCPO
1.85004E+15,【TiktTok】箕輪 さん冒頭②BGM強化_URdncqox.mp4,広告セット 20251108104919,251128 AI スマ AIまとめ(著名人)  LP1-CR00673,AI,,1487,9,842,0,0,566.24,0.6052,0,0,0
1.84987E+15,指示出せないtt_1_GpBawUYR.mp4,広告セット ,11/16 AI スマ AIまとめ(ガチャ)  LP2-CR00071,AI,,872,5,835,0,0,957.57,0.5734,0,0,0
1.84987E+15,TT冒頭1ver_1_RWQBy0mp.mp4,広告セット ,【複製_1211】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00048 141,AI,,1076,7,817,0,0,759.29,0.6506,0,0,0
1.8499E+15,マーケ足りてない_冒頭7-リール100本_SNS_fskEDOdx.mp4,広告セット 20250902064213,251024/セン/SNSまとめ(勝)/LP2-CR00033,SNS,,1007,6,767,0,0,761.67,0.5958,0,0,0
1.8499E+15,問題ないです_フォロワー100人with林社長_6C9QDh73.mp4,広告セット 20250902064213,251115/セン/SNSまとめ(ガチャ)/LP2-CR00036,SNS,,921,2,756,0,0,820.85,0.2172,0,0,0
1.8499E+15,問題ないです_リール投稿_with林社長_dCbG9SoW.mp4,広告セット 20250902064213,251115/セン/SNSまとめ(ガチャ)/LP2-CR00036,SNS,,862,1,749,0,0,868.91,0.116,0,0,0
1.8499E+15,問題ないです_トイレver_A1_TT_8XTqRHtU.mp4,広告セット 20250902064213,251115/セン/SNSまとめ(ガチャ)/LP2-CR00036,SNS,,1137,2,748,0,0,657.87,0.1759,0,0,0
1.84987E+15,問題ないです_シーン訴求(一人称)②tiktok_1_ulvnkhJM.mp4,広告セット 20251108104919,251121 AI スマ AIまとめ(ガチャ_ピクセル1)  LP1-CR00661,AI,,831,7,746,0,0,897.71,0.8424,0,0,0
1.8499E+15,＃納品_はいそこまで_期待醸成_TT_mz5eif8q.mp4,広告セット 20250902064213,251024/セン/SNSまとめ(勝)/LP2-CR00033,SNS,,844,3,725,0,0,859,0.3555,0,0,0
1.84987E+15,AI-generated Video 60c397c3,広告セット 20250911021302,1個の1個の【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピーをコピーをコピー,Unknown,,441,3,710,0,0,1609.98,0.6803,0,0,0
1.84987E+15,【11月特典】ぼやき回答,広告セット ,【複製_1211】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00048 141,AI,,798,1,702,0,0,879.7,0.1253,0,0,0
1.84987E+15,TikTok冒頭④これ間違いです_jORc8WU4.mp4,広告セット ,11/16 AI スマ AIまとめ(ガチャ)  LP2-CR00071,AI,,631,3,661,0,0,1047.54,0.4754,0,0,0
1.84987E+15,【14】TT⑨キャンペーン-実績→CTA無 新BGM-_RgOpxEAB.mp4,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,153,1,651,0,0,4254.9,0.6536,0,0,0
1.84987E+15,冒頭⑤TT_問題ないです_セミナー版_Zw8l47rY.mp4-Music_Refresh-0-1_1762814185,広告セット 20250911021302,1個の1個の【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピーをコピーをコピー,Unknown,,544,5,621,0,0,1141.54,0.9191,0,0,0
1.84987E+15,台本３-tiktok_EftG60b2.mp4,広告セット 20250911021302,1個の1個の【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピーをコピーをコピー,Unknown,,329,1,609,0,0,1851.06,0.304,0,0,0
1.84987E+15,【13】TT⑥権威-実績→CTA無 新BGM_C27Hhfyv.mp4,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,247,3,605,0,0,2449.39,1.2146,0,0,0
1.8499E+15,問題ないです_トイレver_A2_TT_SAEBwZLJ.mp4,広告セット 20250902064213,251115/セン/SNSまとめ(ガチャ)/LP2-CR00036,SNS,,512,0,589,0,0,1150.39,0,0,0,0
1.84987E+15,AI_Editor_1763716721641,広告セット 20251108104919,251121 AI スマ AIまとめ(ガチャ_ピクセル1)  LP1-CR00661,AI,,698,1,583,0,0,835.24,0.1433,0,0,0
1.84987E+15,TikTok冒頭③これ間違いです_HDrES8tv.mp4,広告セット ,11/16 AI スマ AIまとめ(ガチャ)  LP2-CR00071,AI,,673,1,566,0,0,841.01,0.1486,0,0,0
1.85004E+15,【TikTok】ホリエモン冒頭③BGM強化_E8sN3rPa.mp4,広告セット 20251108104919,251128 AI スマ AIまとめ(著名人)  LP1-CR00673,AI,,889,2,541,0,0,608.55,0.225,0,0,0
1.84987E+15,箕輪 さん切り抜きTiktTok②【AI訴求】これ間違いです_uK7tiFj5.mp4,広告セット 20251108104919,1個の251108 AI スマ AIまとめ(箕輪＆3兆円_ピクセル1)  LP1-CR00647をコピー,AI,,416,1,540,0,0,1298.08,0.2404,0,0,0
1.84987E+15,【12】TT⑩トレンド→CTA有 新BGM_HniN0ZLF.mp4,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,100,0,523,0,0,5230,0,0,0,0
1.84987E+15,【11月特典】林社長 問題ないです ChatGPT,広告セット ,1個の251031 AI スマ AIまとめ(11月オファー強化_林社長関連)  LP2-CR00032をコピー,AI,,764,5,518,0,0,678.01,0.6545,0,0,0
1.84987E+15,AI時代に3兆円企業を本気で目指す_nixdZ0QH.mp4,広告セット ,【複製_1211】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00048 141,AI,,1009,7,505,0,0,500.5,0.6938,0,0,0
1.8499E+15,①TT_【冒頭】問題ないです_エイリアン(SNS)_y0ru7gpY.mp4,広告セット 20250902064213,251115/セン/SNSまとめ(ガチャ)/LP2-CR00036,SNS,,684,1,490,0,0,716.37,0.1462,0,0,0
1.84987E+15,本質足りてない③tiktok_axPO3FHz.mp4-Music_Refresh-0-1_1762770138,広告セット 20250911021302,1個の1個の【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピーをコピーをコピー,Unknown,,429,3,487,0,0,1135.2,0.6993,0,0,0
1.84987E+15,箕輪 さん切り抜きTiktTok④【AI訴求】これ間違いです_a7eVSlyk.mp4,広告セット 20251108104919,1個の251108 AI スマ AIまとめ(箕輪＆3兆円_ピクセル1)  LP1-CR00647をコピー,AI,,490,0,469,0,0,957.14,0,0,0,0
1.8499E+15,アルゴリズム破壊ver2 TT5_98trTqlK.mp4,広告セット 20250902064213,251115/セン/SNSまとめ(ガチャ)/LP2-CR00036,SNS,,431,3,457,0,0,1060.32,0.6961,0,0,0
1.84987E+15,【1】TT⑥権威-実績→CTA有 元BGM_R46zwXm9.mp4,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,212,2,445,0,0,2099.06,0.9434,0,0,0
1.8499E+15,アルゴリズム破壊ver2 TT1_o1VeQL6M.mp4,広告セット 20250902064213,251024/セン/SNSまとめ(勝)/LP2-CR00033,SNS,,601,4,435,0,0,723.79,0.6656,0,0,0
1.8499E+15,社長社長.mp4,広告セット 20250902064213,251024/セン/SNSまとめ(勝)/LP2-CR00033,SNS,,584,1,430,0,0,736.3,0.1712,0,0,0
1.84987E+15,250902/在中悠也/AIの法則/ループ1秒,広告セット 20251108104919,251121 AI スマ AIまとめ(ガチャ_ピクセル1)  LP1-CR00661,AI,TikTok広告-AI-ループ1秒,321,1,396,0,0,1233.64,0.3115,0,0,0
1.8499E+15,251007_坂井柾駿_説明しよう人徳ありMetaBUVer_JW0L2GSu.mp4,広告セット 20250902064213,251024/セン/SNSまとめ(勝)/LP2-CR00033,SNS,,375,1,380,0,0,1013.33,0.2667,0,0,0
1.8499E+15,アルゴリズム破壊ver2 TT4_H0WMB2sp.mp4,広告セット 20250902064213,251024/セン/SNSまとめ(勝)/LP2-CR00033,SNS,,603,4,378,0,0,626.87,0.6633,0,0,0
1.8499E+15,全部やめました_冒頭19-ジャンル選定&テンプレ投稿&AI丸投げ__6Bq3Zg51.mp4,広告セット 20250902064213,251024/セン/SNSまとめ(勝)/LP2-CR00033,SNS,,387,1,372,0,0,961.24,0.2584,0,0,0
1.84987E+15,【7】TT_11UGCごとこうさん-実績→CTA無 元BGM_CTibV6nH.mp4,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,104,0,294,0,0,2826.92,0,0,0,0
1.84987E+15,AI-generated Video ccc34cca,広告セット 20250911021302,1個の1個の【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピーをコピーをコピー,Unknown,,573,25,270,0,0,471.2,4.363,0,0,0
1.8499E+15,251007_坂井柾駿_説明しようTTBUVer_t6YWmhj2.mp4,広告セット 20250902064213,251024/セン/SNSまとめ(勝)/LP2-CR00033,SNS,,317,1,266,0,0,839.12,0.3155,0,0,0
1.84987E+15,【11月特典】林社長 説明しよう-Music_Refresh-0-1_1762140696,広告セット ,1個の251031 AI スマ AIまとめ(11月オファー強化_林社長関連)  LP2-CR00032をコピー,AI,,284,0,265,0,0,933.1,0,0,0,0
1.8499E+15,アルゴリズム破壊ver2 TT2_xTCYAzJV.mp4,広告セット 20250902064213,251024/セン/SNSまとめ(勝)/LP2-CR00033,SNS,,251,2,264,0,0,1051.79,0.7968,0,0,0
1.8499E+15,AddNeSS_ちがーう！！_冒頭④×Aパターン_OIEDUxhp.mp4,広告セット 20250902064213,251115/セン/SNSまとめ(ガチャ)/LP2-CR00036,SNS,,338,0,259,0,0,766.27,0,0,0,0
1.8499E+15,アルゴリズム破壊ver2 TT5_98trTqlK.mp4,広告セット 20250902064213,251024/セン/SNSまとめ(勝)/LP2-CR00033,SNS,,272,3,254,0,0,933.82,1.1029,0,0,0
1.84987E+15,AI-generated Video 1345a081,広告セット 20250911021302,1個の1個の【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピーをコピーをコピー,Unknown,,144,2,254,0,0,1763.89,1.3889,0,0,0
1.84987E+15,【4】TT⑩トレンド→CTA有 元BGM_mlMug804.mp4,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,26,0,250,0,0,9615.38,0,0,0,0
1.84987E+15,＃納品_箕輪さん冒頭③_TT_7T4Raq9s.mp4,広告セット 20250911021302,1個の1個の【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピーをコピーをコピー,Unknown,,24,6,232,0,0,9666.67,25,0,0,0
1.85004E+15,【TikTok1】ホリエモンさん→箕輪さん→林社長→AI学ぶな_BdCLyQSP.mp4,広告セット 20251108104919,251128 AI スマ AIまとめ(著名人)  LP1-CR00673,AI,,321,1,227,0,0,707.17,0.3115,0,0,0
1.84987E+15,【2】TT⑨キャンペーン-実績→CTA有 元BGM_mKs5jSYa.mp4,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,90,0,225,0,0,2500,0,0,0,0
1.85004E+15,【TikTok】林社長②→AI学ぶな_RVABMuWK.mp4,広告セット 20251108104919,251128 AI スマ AIまとめ(著名人)  LP1-CR00673,AI,,265,4,224,0,0,845.28,1.5094,0,0,0
1.84987E+15,箕輪 さん切り抜きTiktTok①【AI訴求】これ間違いです_mFCHWtyj.mp4,広告セット ,【複製_1211】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00048 141,AI,,371,2,221,0,0,595.69,0.5391,0,0,0
1.84987E+15,【10】TT⑨キャンペーン-実績→CTA有 新BGM_8hzEw9bp.mp4,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,97,0,202,0,0,2082.47,0,0,0,0
1.84987E+15,TT_⑤箕輪さん冒頭③_通常冒頭＋本文_CTA強化なし_m4s7wIPV.mp4-Music_Refresh-0-1_1762836656,広告セット 20250911021302,1個の1個の【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピーをコピーをコピー,Unknown,,136,2,179,0,0,1316.18,1.4706,0,0,0
1.85147E+15,251214/清水絢吾/スマプラ/セミナーガチャ/LP2-CR00158,スマプラ,251214/清水絢吾/スマプラ/セミナーガチャ/LP2-CR00158,Unknown,,4270,42,175,0,0,40.98,0.9836,0,0,0
1.84987E+15,TikTok冒頭④これ間違いです_pKxOlLk4.mp4,広告セット 20251108104919,251108 AI スマ AIまとめ(ホリエモン関連_ピクセル1)  LP1-CR00646,AI,,121,1,174,0,0,1438.02,0.8264,0,0,0
1.84992E+15,【TikTok】ヒカルさん→林社長A_LwsCYroq.mp4,広告セット ,251127 AI スマ AIまとめ(ヒカル)  LP2-CR00132,AI,,88,2,170,0,0,1931.82,2.2727,0,0,0
1.8499E+15,アルゴリズム破壊ver2 TT6_1Atw3D5f.mp4,広告セット 20250902064213,251024/セン/SNSまとめ(勝)/LP2-CR00033,SNS,,248,0,166,0,0,669.35,0,0,0,0
1.84987E+15,TikTok冒頭②これ間違いです_FGcKMCwy.mp4,広告セット 20251108104919,251108 AI スマ AIまとめ(ホリエモン関連_ピクセル1)  LP1-CR00646,AI,,69,0,157,0,0,2275.36,0,0,0,0
1.84987E+15,【8】TT⑩トレンド→CTA無 元BGM_XslmKfMW.mp4,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,72,1,152,0,0,2111.11,1.3889,0,0,0
1.84987E+15,ホリエモン冒頭③×ダイジェスト,広告セット 20250911021302,1個の1個の【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピーをコピーをコピー,Unknown,,107,2,150,0,0,1401.87,1.8692,0,0,0
1.84987E+15,TikTok冒頭③これ間違いです_MPLGe4Xa.mp4,広告セット 20251108104919,251108 AI スマ AIまとめ(ホリエモン関連_ピクセル1)  LP1-CR00646,AI,,122,1,137,0,0,1122.95,0.8197,0,0,0
1.84987E+15,＃納品_箕輪さん冒頭③_TT_7T4Raq9s.mp4-Music_Refresh-0-1_1762792005,広告セット 20250911021302,1個の1個の【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピーをコピーをコピー,Unknown,,69,4,132,0,0,1913.04,5.7971,0,0,0
1.84987E+15,AI-generated Video 4d3cf9c2,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,25,1,125,0,0,5000,4,0,0,0
1.84987E+15,【11月特典_林社長ChatGPT指示出せない】,広告セット ,1個の251031 AI スマ AIまとめ(11月オファー強化_林社長関連)  LP2-CR00032をコピー,AI,,169,0,115,0,0,680.47,0,0,0,0
1.8499E+15,アルゴリズム破壊ver2 TT3_odRGNqV1.mp4,広告セット 20250902064213,251024/セン/SNSまとめ(勝)/LP2-CR00033,SNS,,143,3,112,0,0,783.22,2.0979,0,0,0
1.84987E+15,パクるやつ多すぎ（AI）_テストなし_AI_Xjk6UJ4K.mp4,広告セット 20251108104919,251121 AI スマ AIまとめ(ガチャ_ピクセル1)  LP1-CR00661,AI,,111,0,106,0,0,954.95,0,0,0,0
1.84987E+15,冒頭1セミナー開催決定TikTok_Aoy0KHpx.mp4,広告セット 20250911021302,1個の1個の【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピーをコピーをコピー,Unknown,,88,1,105,0,0,1193.18,1.1364,0,0,0
1.84987E+15,箕輪 さん切り抜きTiktTok②【AI訴求】これ間違いです_le1hHKD6.mp4,広告セット ,11/16 AI スマ AIまとめ(ガチャ)  LP2-CR00071,AI,,80,0,100,0,0,1250,0,0,0,0
1.84987E+15,本質足りてない④tiktok_XfgmsZK7.mp4,広告セット 20250911021302,1個の1個の【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピーをコピーをコピー,Unknown,,58,0,94,0,0,1620.69,0,0,0,0
1.84987E+15,【15】TT_11UGCごとこうさん-実績→CTA無 新BGM_jJ9iIbDH.mp4,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,38,1,84,0,0,2210.53,2.6316,0,0,0
1.84987E+15,【9】TT⑥権威-実績→CTA有 新BGM_uZpxd3L9.mp4,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,12,0,81,0,0,6750,0,0,0,0
1.84987E+15,【3】TT_11UGCごとこうさん-実績→CTA有 元BGM_wxnjSIBN.mp4,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,31,0,63,0,0,2032.26,0,0,0,0
1.84987E+15,【6】TT⑨キャンペーン-実績→CTA無 元BGM_HeXhNpIo.mp4,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,31,0,62,0,0,2000,0,0,0,0
1.84987E+15,【5】TT⑥権威-実績→CTA無 元BGM_rgceUu4C.mp4,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,28,0,62,0,0,2214.29,0,0,0,0
1.84987E+15,＃納品_まちがっている_セミナー_強化なし_TT_qTA3vaNz.mp4,広告セット 20250911021302,1個の1個の【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピーをコピーをコピー,Unknown,,46,0,61,0,0,1326.09,0,0,0,0
1.8499E+15,AddNeSS_ちがーう！！_冒頭④×Aパターン_OIEDUxhp.mp4,広告セット 20250902064213,251024/セン/SNSまとめ(勝)/LP2-CR00033,SNS,,90,0,59,0,0,655.56,0,0,0,0
1.84987E+15,TikTok冒頭①これ間違いです_nalLNMdG.mp4,広告セット 20251108104919,251108 AI スマ AIまとめ(ホリエモン関連_ピクセル1)  LP1-CR00646,AI,,40,1,57,0,0,1425,2.5,0,0,0
1.84987E+15,251126/清水絢吾/AI学ぶな/林社長2/LP2-CR00130,林社長②,251126 AI スマ 著名人 AI学ぶな  LP2-CR000123-131,AI,TikTok広告-AI-LP2-CR00130,10,0,52,0,0,5200,0,0,0,0
1.84987E+15,【16】TT⑩トレンド→CTA無 新BGM-_orPOetF9.mp4,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,17,0,46,0,0,2705.88,0,0,0,0
1.85004E+15,【TikTok】ヒカルさん→AI学ぶな_Suwg0cKB.mp4,広告セット 20251108104919,251128 AI スマ AIまとめ(著名人)  LP1-CR00673,AI,,61,0,40,0,0,655.74,0,0,0,0
1.84987E+15,【11月特典】林社長 AI足りていない,広告セット ,1個の251031 AI スマ AIまとめ(11月オファー強化_林社長関連)  LP2-CR00032をコピー,AI,,41,0,37,0,0,902.44,0,0,0,0
1.84987E+15,【11】TT_11UGCごとこうさん-実績→CTA有 新BGM_zGgBZlXh.mp4,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,20,0,37,0,0,1850,0,0,0,0
1.84987E+15,新冒頭①これ間違いです_DSNuEQYb.mp4,広告セット 20251108104919,251108 AI スマ AIまとめ(ホリエモン関連_ピクセル1)  LP1-CR00646,AI,,58,1,35,0,0,603.45,1.7241,0,0,0
1.85004E+15,【TikTok】ホリエモン冒頭②BGM強化_wch3SCJt.mp4,広告セット 20251108104919,251128 AI スマ AIまとめ(著名人)  LP1-CR00673,AI,,37,0,34,0,0,918.92,0,0,0,0
1.84987E+15,説明しようAI_冒頭1_林社長 (1)_LUJudNcb.mp4,広告セット ,1個の251031 AI スマ AIまとめ(11月オファー強化_林社長関連)  LP2-CR00032をコピー,AI,,43,0,32,0,0,744.19,0,0,0,0
1.84987E+15,台本３-tiktok_EftG60b2.mp4-Music_Refresh-0-2_1762880143,広告セット 20250911021302,1個の1個の【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピーをコピーをコピー,Unknown,,21,0,31,0,0,1476.19,0,0,0,0
1.84987E+15,箕輪 さん切り抜きTiktTok④【AI訴求】これ間違いです_QXnmHfW0.mp4,広告セット ,【複製_1211】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00048 141,AI,,43,0,29,0,0,674.42,0,0,0,0
1.85004E+15,【TikTok4】箕輪さん→林社長→ホリエモンさん→AI学ぶな_WAF3O2bv.mp4,広告セット 20251108104919,251128 AI スマ AIまとめ(著名人)  LP1-CR00673,AI,,37,0,25,0,0,675.68,0,0,0,0
1.85004E+15,【TikTok】ホリエモン冒頭①BGM強化_SK8MZF6u.mp4,広告セット 20251108104919,251128 AI スマ AIまとめ(著名人)  LP1-CR00673,AI,,44,0,23,0,0,522.73,0,0,0,0
1.85004E+15,【TiktTok】箕輪 さん冒頭③BGM強化_dvKCQaYc.mp4,広告セット 20251108104919,251128 AI スマ AIまとめ(著名人)  LP1-CR00673,AI,,34,0,22,0,0,647.06,0,0,0,0
1.84923E+15,251119/清水絢吾/正直に答えてね/Gemini使ったことある/LP2-CR00090,Gemini,251119 AI スマ 正直に答えてね  LP2-CR00084-91,AI,TikTok広告-AI-LP2-CR00090,21,0,18,0,0,857.14,0,0,0,0
1.84987E+15,【11月特典】林社長 説明しよう-Music_Refresh-0-1_1762707854,広告セット ,1個の251031 AI スマ AIまとめ(11月オファー強化_林社長関連)  LP2-CR00032をコピー,AI,,41,0,18,0,0,439.02,0,0,0,0
1.84987E+15,【11月特典】林社長 二極化 フリーランス,広告セット ,1個の251031 AI スマ AIまとめ(11月オファー強化_林社長関連)  LP2-CR00032をコピー,AI,,10,2,14,0,0,1400,20,0,0,0
1.84858E+15,251112/清水絢吾/1年後悔(クリーン化)/奇行/LP2-CR00066,広告セット ,251112 AI スマ 1年後悔  LP2-CR00064-66,AI,TikTok広告-AI-LP2-CR00066,24,0,12,0,0,500,0,0,0,0
1.85004E+15,【TikTok】林社長①→AI学ぶな_x2QvVTst.mp4,広告セット 20251108104919,251128 AI スマ AIまとめ(著名人)  LP1-CR00673,AI,,42,0,12,0,0,285.71,0,0,0,0
1.84987E+15,【11月特典】林社長 説明しよう-Music_Refresh-0-3_1762708356,広告セット ,1個の251031 AI スマ AIまとめ(11月オファー強化_林社長関連)  LP2-CR00032をコピー,AI,,21,0,8,0,0,380.95,0,0,0,0
1.84987E+15,箕輪 さん切り抜きTiktTok②【AI訴求】これ間違いです_le1hHKD6.mp4,広告セット ,【複製_1211】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00048 141,AI,,5,0,6,0,0,1200,0,0,0,0
1.85004E+15,【TikTok3】箕輪さん→ホリエモンさん→林社長→AI学ぶな_kFzveSqp.mp4,広告セット 20251108104919,251128 AI スマ AIまとめ(著名人)  LP1-CR00673,AI,,6,0,4,0,0,666.67,0,0,0,0
1.8499E+15,【TikTok】ホリエモン×SNSオファー冒頭③アルゴリズム破壊_y5CS4GMv.mp4,広告セット 20250902064213,251115/セン/SNSまとめ(ガチャ)/LP2-CR00036,SNS,,7,0,4,0,0,571.43,0,0,0,0
1.85004E+15,【TiktTok】箕輪 さん冒頭①BGM強化_dFaYG7HA.mp4,広告セット 20251108104919,251128 AI スマ AIまとめ(著名人)  LP1-CR00673,AI,,20,0,3,0,0,150,0,0,0,0
1.8499E+15,1年後悔（横展開）_冒頭3_SNS_vbCjrLVB.mp4,広告セット 20250902064213,251115/セン/SNSまとめ(ガチャ)/LP2-CR00036,SNS,,2,0,3,0,0,1500,0,0,0,0
1.84987E+15,AI-generated Video 65f81dfa,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,1,0,2,0,0,2000,0,0,0,0
1.84941E+15,251121/清水絢吾/スマプラ/おい会社員_AI/LP1-CR00662,広告セット 20251108104919,251121 AI スマ AIまとめ(おい会社員AI)  LP1-CR00662,AI,TikTok広告-AI-LP1-CR00662,0,0,0,0,0,0,0,0,0,0
1.84858E+15,251113/鈴木織大/ホリエモン×SNSオファー冒頭1/LP1-CR00580,251113 ノンタゲ,251113 セン ホリエモン×SNSオファー CR580～CR582,SNS,TikTok広告-SNS-LP1-CR00580,0,0,0,0,0,0,0,0,0,0
1.84855E+15,251020/在中悠也/生意気なスタッフ_冒頭1_オファー1/LP1-CR00628,251020　ノンタゲ,1個の1個の1個の【複製_251103】251020 AI タゲ CR624～CR628　生意気なスタッフをコピーをコピーをコピー,AI,TikTok広告-AI-LP1-CR00628,0,0,0,23,1,0,0,0,0,0
1.84855E+15,251109/在中悠也/マジで意味ないですAI__箱_冒頭8_AI/LP1-CR00644,251109 ノンタゲ,1個の1個の1個の251109/AI/マジで意味ないです/LP1-CR00643～CR00645をコピーをコピーをコピー,AI,TikTok広告-AI-LP1-CR00644,0,0,0,0,0,0,0,0,0,0
1.84855E+15,251110/清水絢吾/AIで売り上げ3兆円を目指す/LP1-CR00655,251110 ノンタゲ,1個の1個の1個の251110/AI/3兆円を目指す/LP1-CR00652～CR00653をコピーをコピーをコピー,AI,TikTok広告-AI-LP1-CR00655,0,0,0,0,0,0,0,0,0,0
1.84855E+15,251020/在中悠也/生意気なスタッフ_冒頭3_オファー1/LP1-CR00627,251020　ノンタゲ,1個の1個の1個の【複製_251103】251020 AI タゲ CR624～CR628　生意気なスタッフをコピーをコピーをコピー,AI,TikTok広告-AI-LP1-CR00627,0,0,0,0,0,0,0,0,0,0
1.84923E+15,251120/清水絢吾/おい会社員/冒頭12/LP2-CR00120,11個の1118_広告セット 20251113110929をコピー,251119/セミ/スマ/おい会社員 新冒頭/LP1-CR000109-120,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84858E+15,スマプラまとめ CR00087,広告セット 20251112083558,251112/セミ/セミまとめ/LP2-CR00087,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84883E+15,251114/清水絢吾/スマプラ/おい会社員まとめ/LP2-CR00100,広告セット 20250911021302,251115/セミ/スマ/セミまとめ(おい会社員まとめ)/LP2-CR00100,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84737E+15,広告名2025-10-30 11:43:23,広告セット 20250911021302,【複製_1030】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピー,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84748E+15,広告名2025-10-30 11:43:23,広告セット 20250911021302,251031/セミ/スマ/セミまとめ/LP1-CR00020,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84856E+15,251112/清水絢吾/セミナーダイジェスト/ホリエモン新冒頭2/-CR00083,広告セット 20251112012551,251112/セミ/スマ/セミまとめ(ホリエモン新規冒頭)/LP1-CR00073-85,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84836E+15,広告名2025-10-30 11:43:23,広告セット 20250911021302,【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピー,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84856E+15,251112/清水絢吾/これ間違えです(セミナー)/ホリエモン新冒頭1/-CR00074,2個の広告セット 20251112012551をコピー,251112/セミ/スマ/セミまとめ(ホリエモン新規冒頭)/LP1-CR00073-85,Unknown,,0,0,0,0,0,0,0,0,0,0
