広告ID,広告名,広告セット名,キャンペーン名,訴求名,登録経路,インプレッション,クリック,消費額,CV数,フロント販売本数,CPM,CTR(%),CVR(%),CPA,フロントCPO
1.84923E+15,251120/清水絢吾/おい会社員/冒頭4/LP2-CR00112,3個の1118_広告セット 20251113110929をコピー,251119/セミ/スマ/おい会社員 新冒頭/LP1-CR000109-120,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84773E+15,問題ないです_トイレver_B1_TT_fp3IZU4b.mp4,広告セット 20250902064213,251031/セン/SNSまとめ(休日強化(林社長)_SNS1ピクセル)/LP1-CR00559,SNS,,0,0,0,0,0,0,0,0,0,0
1.8499E+15,＃納品_はいそこまで_欲求刺激_TT_9D3KizG4.mp4,広告セット 20250902064213,251115/セン/SNSまとめ(ガチャ)/LP2-CR00036,SNS,,0,0,0,0,0,0,0,0,0,0
1.8499E+15,大学生の時の俺へTikTok_5j4kN9hy.mp4,広告セット 20250902064213,251115/セン/SNSまとめ(ガチャ)/LP2-CR00036,SNS,,0,0,0,0,0,0,0,0,0,0
1.84583E+15,TT書き出し_1_yKx8WUdi.mp4,広告セット ,010/10 AI スマ AIまとめ(1011休日強化)  LP2-CR00023,AI,,0,0,0,0,0,0,0,0,0,0
1.84692E+15,AI_Editor_1757822732532,広告セット ,【1022_複製】1個の09/11 AI スマ AIまとめ(林社長関連)  LP2-CR00008をコピーをコピー,AI,,0,0,0,0,0,0,0,0,0,0
1.84839E+15,【11月特典】林社長 二極化 副業会社員,広告セット ,251031 AI スマ AIまとめ(11月オファー強化_林社長関連)  LP2-CR00032,AI,,0,0,0,0,0,0,0,0,0,0
1.84839E+15,AIで売上3兆円を目指す_lXTaDbVS.mp4,広告セットCR00033,【複製_1103】251101/AI/タゲ/AIで売上3兆円を目指す/LP2-CR00033/34,AI,,0,0,0,0,0,0,0,0,0,0
1.84876E+15,新冒頭②これ間違いです_UBV76AJk.mp4,広告セットCR00038,251105/AI/タゲ/ホリエモンCR/LP2-CR00038-40,AI,,0,0,0,0,0,0,0,0,0,0
1.84873E+15,箕輪 さん切り抜きTiktTok④【AI訴求】これ間違いです_QXnmHfW0.mp4,広告セットCR00044,251106/AI/タゲ/箕輪さんCR/LP2-CR00041-46,AI,,0,0,0,0,0,0,0,0,0,0
1.84873E+15,箕輪 さん切り抜きTiktTok⑤【AI訴求】これ間違いです_ids6m4YB.mp4,広告セットCR00045,251106/AI/タゲ/箕輪さんCR/LP2-CR00041-46,AI,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,ホリエモン冒頭③,広告セット ,251107 AI スマ AIまとめ(ホリエモン関連)  LP2-CR00047,AI,,0,0,0,0,0,0,0,0,0,0
1.84873E+15,残業８０時間社畜tt_1_HkuTXxmg.mp4,広告セットCR00054,251110/AI/タゲ/シーン×問題ないです/LP2-CR00054-56,AI,,0,0,0,0,0,0,0,0,0,0
1.84873E+15,問題ないです_シーン訴求(一人称)①tiktok_Yed3ia2f.mp4,広告セットCR00055,251110/AI/タゲ/シーン×問題ないです/LP2-CR00054-56,AI,,0,0,0,0,0,0,0,0,0,0
1.84873E+15,AI訴求 (1.25)_ydSUkOBt.mp4,ALL配信,251111 AI スマ 女性向けUGC  LP2-CR00057 58,AI,,0,0,0,0,0,0,0,0,0,0
1.84966E+15,問題ないです_ライブ配信_林先生バージョン3_02_TT.mp4,広告セット ,1個の010/03 AI スマ AIまとめ(1004休日強化)  LP2-CR00022をコピー,AI,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,指示出せないtt_1_GpBawUYR.mp4,1個の広告セットCR00054をコピー,251110/AI/タゲ/シーン×問題ないです/LP2-CR00054-56,AI,,0,0,0,0,0,0,0,0,0,0
1.84621E+15,Ad Name,広告セット 20250829011547,251017 AI AIまとめ(1017休日強化_旧当たり)  LP2-CR00027,AI,,0,0,0,0,0,0,0,0,0,0
1.84921E+15,251119/甲原海人/年商30億社長の1日/③/LP2-CR00078,2個の広告セット をコピー,251119 AI スマ 年商30億企業の社長  LP2-CR00076-83,AI,TikTok広告-AI-LP2-CR00078,0,0,0,0,0,0,0,0,0,0
1.84987E+15,【正直に答えてね】AIを使ったことある人全員に聞きます。_1OwgXCiW.mp4,AI,251119 AI スマ 正直に答えてね  LP2-CR00084-91,AI,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,【正直に答えてね】ChatGPTを使ったことある人全員に聞きます。_Ed49V7gk.mp4,ChatGPT,251119 AI スマ 正直に答えてね  LP2-CR00084-91,AI,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,【正直に答えてね】Geminiでマネタイズ目指している人全員に聞きます。_G7g9C5YH.mp4,Gemini,251119 AI スマ 正直に答えてね  LP2-CR00084-91,AI,,0,0,0,0,0,0,0,0,0,0
1.84737E+15,広告名2025-09-11 16:53:13,広告セット ,【複製_1030】251019 AI スマ AIまとめ(ALL_tCPA)  LP2-CR00028をコピーをコピー,AI,,0,0,0,0,0,0,0,0,0,0
1.84921E+15,251119/甲原海人/年商30億社長の1日/①/LP2-CR00076,広告セット ,251119 AI スマ 年商30億企業の社長  LP2-CR00076-83,AI,TikTok広告-AI-LP2-CR00076,0,0,0,0,0,0,0,0,0,0
1.84939E+15,251121/清水絢吾/二極化(副業会社員)/通常/LP2-CR00092,副業 通常,251121 AI スマ 二極化 検証  LP2-CR00092-95,AI,TikTok広告-AI-LP2-CR00092,0,0,0,0,0,0,0,0,0,0
1.84987E+15,TT_26(冒頭②_権威製2_オファーあり_社会証明あり_CTA別なし)_LiCUXPdK.mp4,フリーランス 強化,251121 AI スマ 二極化 検証  LP2-CR00092-95,AI,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,【TikTok】ホリエモン冒頭①BGM強化_c3ildIgK.mp4,3個のホリエモン BGM1をコピー,【テスト】251121 AI スマ 著名人 AI学ぶな  LP2-CR00096,AI,,0,0,0,0,0,0,0,0,0,0
1.84991E+15,【11月特典】二極化 副業会社員,広告セット ,1個の251102 AI スマ AIまとめ(勝ち_11月特典)  LP2-CR00035をコピー,AI,,0,0,0,0,0,0,0,0,0,0
1.84991E+15,【11月特典】二極化フリーランス,広告セット ,1個の251102 AI スマ AIまとめ(勝ち_11月特典)  LP2-CR00035をコピー,AI,,0,0,0,0,0,0,0,0,0,0
1.84991E+15,【11月特典】一過性のノウハウ,広告セット ,1個の251102 AI スマ AIまとめ(勝ち_11月特典)  LP2-CR00035をコピー,AI,,0,0,0,0,0,0,0,0,0,0
1.84991E+15,【11月特典】ぼやき回答,広告セット ,1個の251102 AI スマ AIまとめ(勝ち_11月特典)  LP2-CR00035をコピー,AI,,0,0,0,0,0,0,0,0,0,0
1.84991E+15,【11月特典】１年後悔,広告セット ,1個の251102 AI スマ AIまとめ(勝ち_11月特典)  LP2-CR00035をコピー,AI,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,【修正版】女性向けUGC_Otj3MXbZ.mp4,女性のみ②,251111 AI スマ 女性向けUGC  LP2-CR00057 58,AI,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,【BGM AI】林社長冒頭① AI学ぶな,冒頭①,251126/AI/AI学ぶな (林社長)/LP2-CR00110-111,AI,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,AI_Editor_1764145113921,冒頭②,251126/AI/AI学ぶな (林社長)/LP2-CR00110-111,AI,,0,0,0,0,0,0,0,0,0,0
1.84984E+15,【TikTok】林社長①→これ間違いです_t4VrL65x.mp4,冒頭①,251126/AI/これ間違いです (林社長)/LP2-CR00112-113,AI,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,【TikTok】林社長②→これ間違いです_EQVqSajK.mp4,冒頭②,251126/AI/これ間違いです (林社長)/LP2-CR00112-113,AI,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,【TikTok】ヒカルさん→これ間違いです_cUmg2rbQ.mp4,広告セット ,251126 AI スマこれ間違いです(ヒカル)  LP2-CR000115,AI,,0,0,0,0,0,0,0,0,0,0
1.8499E+15,【TikTok3】箕輪さん→ホリエモンさん→林社長→AI学ぶな_g314PUsM.mp4,②①③,251126 AI スマ 著名人 冒頭連続  LP2-CR000123-131,AI,,0,0,0,0,0,0,0,0,0,0
1.8499E+15,【TikTok4】箕輪さん→林社長→ホリエモンさん→AI学ぶな_hxw6I03G.mp4,②③①,251126 AI スマ 著名人 冒頭連続  LP2-CR000123-131,AI,,0,0,0,0,0,0,0,0,0,0
1.84992E+15,【TikTok】ヒカルさん→これ間違いです_cUmg2rbQ.mp4,広告セット ,251127 AI スマ AIまとめ(ヒカル)  LP2-CR00132,AI,,0,0,0,0,0,0,0,0,0,0
1.84858E+15,251112/清水絢吾/アルゴリズム破壊/ホリエモン③/LP2-CR00037,広告セット 20250902064213,251112/セン/SNSまとめ(ホリエモン×アルゴリズム破壊)/LP2-CR00035,SNS,TikTok広告-SNS-LP2-CR00037,0,0,0,0,0,0,0,0,0,0
1.83099E+15,これ全部やめました_修正TikTok用_wZfEKxAM.mp4_2025-05-01 23:34:55,広告セット 20250501112931_C,5/3 セン CR374 タゲ これ全部やめました,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84748E+15,冒頭①(演出なし)_TT_おい、会社員_セミナーVer-_NgjLtMeu.mp4,広告セット 20250911021302,251031/セミ/スマ/セミまとめ/LP1-CR00020,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84841E+15,251111/清水絢吾/開催決定強化/びっくり_CTA強化/LP2-CR00067,1個の広告セット 20251110110930をコピー,251111 セミ タゲ CR00066-72　開催決定強化,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84966E+15,TikTok冒頭④セミナー開催決定_1YWKChMa.mp4,1個の広告セット 20251112012551をコピー,251112/セミ/スマ/セミまとめ(ホリエモン新規冒頭)/LP1-CR00073-85,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84966E+15,TikTok冒頭③まちがっている_セミナー_AUkXx4QH.mp4,2個の広告セット 20251112012551をコピー,251112/セミ/スマ/セミまとめ(ホリエモン新規冒頭)/LP1-CR00073-85,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84859E+15,AI-generated Video c39da499,広告セット 20251112083558,251112/セミ/セミまとめ/LP2-CR00087,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84876E+15,AI-generated Video a6dcdea9,広告セット 20251113104424,251113/セミ/スマ/おい会社員(穏)_冒頭テスト/LP1-CR00088-95,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84966E+15,【5】TT⑥権威-実績→CTA無 元BGM.mp4,1118_広告セット 20251113110929,251120/セミ/スマ/新ダイジェスト/LP2-CR00103-108,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84966E+15,【7】TT_11UGCごとこうさん-実績→CTA無 元BGM.mp4,2個の1118_広告セット 20251113110929をコピー,251120/セミ/スマ/新ダイジェスト/LP2-CR00103-108,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,AI-generated Video 18cc7f13,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,AI-generated Video eb9b65b4,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,AI-generated Video 6df76034,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,AI-generated Video a2867b1c,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,TikTok冒頭②セミナー開催決定_EzxZ5MR0.mp4,1個の1118_広告セット 20251113110929をコピー,1個の251120/セミ/スマ/開催決定強化/LP2-CR00127-130,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,TikTok冒頭①セミナー開催決定_bA6DZrCm.mp4,1個の1個の1118_広告セット 20251113110929をコピーをコピー,1個の251120/セミ/スマ/開催決定強化/LP2-CR00127-130,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,TT_⑥箕輪さん冒頭⑤_通常冒頭＋本文_CTA強化なし_6Wp2XQlO.mp4,2個の1個の1118_広告セット 20251113110929をコピーをコピー,1個の251120/セミ/スマ/開催決定強化/LP2-CR00127-130,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84856E+15,251112/清水絢吾/これ間違えです(AI)/ホリエモン新冒頭4/LP2-CR00062,広告セット ,251112 AI スマ AIまとめ(まちがっている_ホリエモン新冒頭)  LP2-CR00059-62,AI,TikTok広告-AI-LP2-CR00062,0,0,0,0,0,0,0,0,0,0
