広告ID,広告名,広告タイプ,登録経路,インプレッション,クリック数,費用,CTR(%),CPM,CV数,CVR(%),CPA
1.84868E+15,251113清水絢吾/おい会社員/穏やか_貯金0/LP2-CR00093,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00197,0,0,0,0,0,3,0,0
1.84924E+15,251119/清水絢吾/新セミナーダイジェスト/UGC_CTAなし_BGM1/LP2-CR00105,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00198,0,0,0,0,0,0,0,0
1.84923E+15,251119/清水絢吾/新セミナーダイジェスト/権威_CTAなし_BGM1/LP2-CR00103,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00199,0,0,0,0,0,0,0,0
1.85209E+15,251221/清水絢吾/意味ないです/冒頭2/LP2-CR00165,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00200,0,0,0,0,0,0,0,0
1.84939E+15,251114/清水絢吾/スマプラ/おい会社員まとめ/LP2-CR00100,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00201,0,0,0,0,0,0,0,0
1.84868E+15,251113/清水絢吾/おい会社員/デフォルト/LP2-CR00098,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00202,0,0,0,0,0,6,0,0
1.85209E+15,251221/清水絢吾/開催決定ver2/冒頭12/LP2-CR00180,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00203,0,0,0,0,0,0,0,0
1.84924E+15,251119/清水絢吾/新セミナーダイジェスト/権威_CTAあり_BGM1/LP2-CR00107,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00204,0,0,0,0,0,0,0,0
1.85123E+15,251212/清水絢吾/おい会社員(クリーン)/冒頭2/LP2-CR00146,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00205,0,0,0,0,0,0,0,0
1.8514E+15,251205/清水絢吾/おい会社員(クリーン)/一年後悔冒頭/LP2-CR00133,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00206,0,0,0,0,0,0,0,0
1.84984E+15,251126/清水絢吾/新ダイジェスト_権威_新BGM＿LPテスト/LP2-CR00131,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00207,0,0,0,0,0,0,0,0
1.85102E+15,251208/清水絢吾/新ダイジェスト/UGC2/LP2-CR000143,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00208,0,0,0,0,0,11,0,0
1.85209E+15,251221/清水絢吾/開催決定ver2/冒頭3/LP2-CR00173,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00209,0,0,0,0,0,0,0,0
1.85193E+15,251215/清水絢吾/はいそこまで(セミナー)//LP2-CR00159,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00210,0,0,0,0,0,0,0,0
1.85136E+15,251213/清水絢吾/二極化 セミナー/冒頭5/LP2-CR00156,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00211,0,0,0,0,0,0,0,0
1.85095E+15,251208/清水絢吾/新ダイジェスト/権威3/LP2-CR000136,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00212,0,0,0,0,0,0,0,0
1.85063E+15,251205/清水絢吾/おい会社員(クリーン)/一年後悔冒頭/LP2-CR00133,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00213,0,0,0,0,0,0,0,0
1.84974E+15,251122/清水絢吾/開催決定強化/ホリエモン冒頭③/LP2-CR00127,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00214,0,0,0,0,0,0,0,0
1.84974E+15,251122/清水絢吾/開催決定強化/箕輪冒頭⑤/LP2-CR00128,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00215,0,0,0,0,0,0,0,0
1.85272E+15,251221/清水絢吾/開催決定ver2/冒頭12/LP2-CR00180,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00216,0,0,0,0,0,0,0,0
1.85209E+15,251221/清水絢吾/開催決定ver2/冒頭4/LP2-CR00174,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00217,0,0,0,0,0,0,0,0
1.84883E+15,251114/清水絢吾/スマプラ/おい会社員まとめ/LP2-CR00100,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00218,0,0,0,0,0,0,0,0
1.85136E+15,251213/清水絢吾/二極化 セミナー/冒頭4/LP2-CR00155,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00219,0,0,0,0,0,0,0,0
1.85123E+15,251212/清水絢吾/おい会社員(クリーン)/冒頭3/LP2-CR00147,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00220,0,0,0,0,0,0,0,0
1.84923E+15,251120/清水絢吾/おい会社員/冒頭1/LP2-CR00109,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00221,0,0,0,0,0,0,0,0
1.84923E+15,251120/清水絢吾/おい会社員/冒頭5/LP2-CR00113,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00222,0,0,0,0,0,0,0,0
1.85154E+15,251215/清水絢吾/ドキッとすることをいうやつ/BGMなし/LP2-CR00160,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00223,0,0,0,0,0,0,0,0
1.85209E+15,251221/清水絢吾/開催決定ver2/冒頭2/LP2-CR00172,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00224,0,0,0,0,0,0,0,0
1.85209E+15,251221/清水絢吾/意味ないです/冒頭3/LP2-CR00166,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00225,0,0,0,0,0,0,0,0
1.84868E+15,251113清水絢吾/おい会社員/高圧_手取り20万_ver2/LP2-CR00097,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00226,0,0,0,0,0,6,0,0
1.84923E+15,251120/清水絢吾/おい会社員/冒頭12/LP2-CR00120,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00227,0,0,0,0,0,0,0,0
1.8514E+15,251208/清水絢吾/新ダイジェスト/UGC1/LP2-CR000142,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00228,0,0,0,0,0,3,0,0
1.85123E+15,251212/清水絢吾/おい会社員(クリーン)/冒頭4/LP2-CR00148,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00229,0,0,0,0,0,0,0,0
1.85123E+15,251212/清水絢吾/おい会社員(クリーン)/冒頭6/LP2-CR00150,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00230,0,0,0,0,0,0,0,0
1.85095E+15,251208/清水絢吾/新ダイジェスト/権威6/LP2-CR000139,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00231,0,0,0,0,0,1,0,0
1.85253E+15,251226/清水絢吾/小さな一歩//LP2-CR00181,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00232,0,0,0,0,0,0,0,0
1.85155E+15,251208/清水絢吾/新ダイジェスト/UGC2/LP2-CR000143,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00233,0,0,0,0,0,11,0,0
1.85209E+15,251221/清水絢吾/開催決定ver2/冒頭8/LP2-CR00176,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00234,0,0,0,0,0,0,0,0
1.84924E+15,251119/清水絢吾/新セミナーダイジェスト/キャンペーン_CTAなし_BGM1/LP2-CR00104,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00235,0,0,0,0,0,0,0,0
1.85272E+15,251221/清水絢吾/開催決定ver2/冒頭8/LP2-CR00176,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00236,0,0,0,0,0,0,0,0
1.85147E+15,251214/清水絢吾/スマプラ/セミナーガチャ/LP2-CR00158,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00237,0,0,0,0,0,0,0,0
1.85209E+15,251221/清水絢吾/意味ないです/冒頭1/LP2-CR00164,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00238,0,0,0,0,0,0,0,0
1.85136E+15,251213/清水絢吾/二極化 セミナー/冒頭1/LP2-CR00152,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00239,0,0,0,0,0,0,0,0
1.85209E+15,251221/清水絢吾/本質足りていない/冒頭1/LP2-CR00167,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00240,0,0,0,0,0,0,0,0
1.85272E+15,251221/清水絢吾/開催決定ver2/冒頭2/LP2-CR00172,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00241,0,0,0,0,0,0,0,0
1.85209E+15,251221/清水絢吾/開催決定ver2/冒頭1/LP2-CR00171,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00242,0,0,0,0,0,0,0,0
1.85272E+15,251221/清水絢吾/開催決定ver2/冒頭3/LP2-CR00173,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00243,0,0,0,0,0,0,0,0
1.85063E+15,251205/清水絢吾/1年後悔 セミナー/咳き込み_CTA/LP2-CR00132,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00244,0,0,0,0,0,0,0,0
1.84974E+15,251122/清水絢吾/開催決定強化/ホリエモン新冒頭2/LP2-CR00130,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00245,0,0,0,0,0,0,0,0
1.85209E+15,251221/清水絢吾/本質足りていない/冒頭2/LP2-CR00168,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00246,0,0,0,0,0,0,0,0
1.84868E+15,251113清水絢吾/おい会社員/穏やか_住宅ローン/LP2-CR00094,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00247,0,0,0,0,0,1,0,0
1.85095E+15,251208/清水絢吾/新ダイジェスト/権威1/LP2-CR000134,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00248,0,0,0,0,0,2,0,0
1.84923E+15,251120/清水絢吾/おい会社員/冒頭10/LP2-CR00118,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00249,0,0,0,0,0,0,0,0
1.84923E+15,251120/清水絢吾/おい会社員/冒頭2/LP2-CR00110,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00250,0,0,0,0,0,0,0,0
1.85095E+15,251208/清水絢吾/新ダイジェスト/権威7/LP2-CR000140,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00251,0,0,0,0,0,2,0,0
1.84868E+15,251113清水絢吾/おい会社員/穏やか_給料5000UP/LP2-CR00092,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00252,0,0,0,0,0,1,0,0
1.85209E+15,251221/清水絢吾/本質足りていない/冒頭1/LP2-CR00167,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00253,0,0,0,0,0,0,0,0
1.85123E+15,251212/清水絢吾/おい会社員(クリーン)/冒頭5/LP2-CR00149,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00254,0,0,0,0,0,0,0,0
1.85123E+15,251212/清水絢吾/おい会社員(クリーン)/冒頭7/LP2-CR00151,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00255,0,0,0,0,0,0,0,0
1.85095E+15,251208/清水絢吾/新ダイジェスト/権威4/LP2-CR000137,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00256,0,0,0,0,0,6,0,0
1.84868E+15,251113清水絢吾/おい会社員/穏やか_手取り20万_ver2/LP2-CR00096,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00257,0,0,0,0,0,8,0,0
1.85154E+15,251215/清水絢吾/ドキッとすることをいうやつ/BGMあり/LP2-CR00161,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00258,0,0,0,0,0,0,0,0
1.85272E+15,251221/清水絢吾/開催決定ver2/冒頭11/LP2-CR00179,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00259,0,0,0,0,0,0,0,0
1.85136E+15,251213/清水絢吾/二極化 セミナー/冒頭6/LP2-CR00157,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00260,0,0,0,0,0,0,0,0
1.85123E+15,251212/清水絢吾/おい会社員(クリーン)/冒頭1/LP2-CR00145,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00261,0,0,0,0,0,0,0,0
1.85165E+15,251216/清水絢吾/これ間違いです/ホリエモン３/LP2-CR00163,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00262,0,0,0,0,0,0,0,0
1.85209E+15,251221/清水絢吾/開催決定ver2/冒頭11/LP2-CR00179,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00263,0,0,0,0,0,0,0,0
1.84868E+15,251113清水絢吾/おい会社員/穏やか_子育て/LP2-CR00095,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00264,0,0,0,0,0,1,0,0
1.85209E+15,251221/清水絢吾/開催決定ver2/冒頭9/LP2-CR00177,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00265,0,0,0,0,0,0,0,0
1.84924E+15,251119/清水絢吾/新セミナーダイジェスト/トレンド_CTAなし_BGM1/LP2-CR00106,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00266,0,0,0,0,0,0,0,0
1.85165E+15,251216/清水絢吾/これ間違いです/ホリエモン１/LP2-CR00162,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00267,0,0,0,0,0,0,0,0
1.85209E+15,251221/清水絢吾/開催決定ver2/冒頭10/LP2-CR00178,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00268,0,0,0,0,0,0,0,0
1.8514E+15,251205/清水絢吾/1年後悔 セミナー/咳き込み_CTA/LP2-CR00132,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00269,0,0,0,0,0,0,0,0
1.84855E+15,251111/清水絢吾/開催決定強化/箕輪冒頭⑤/LP2-CR00071,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00270,0,0,0,0,0,0,0,0
1.84855E+15,251114/清水絢吾/スマプラ/開催決定まとめ/LP2-CR00013,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00271,0,0,0,0,0,378,0,0
1.84774E+15,251114/清水絢吾/スマプラ/CVポイント検証/LP2-CR00023,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00272,0,0,0,0,0,169,0,0
1.84855E+15,＃納品_まちがっている_セミナー_強化あり_TT-_08ASF2DM.mp4_CR00059,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00273,0,0,0,0,0,0,0,0
1.84856E+15,251112/清水絢吾/セミナー開催決定(強化)/ホリエモン新冒頭1/-CR00078,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00274,0,0,0,0,0,16,0,0
1.84855E+15,251111/清水絢吾/開催決定強化/箕輪冒頭③/LP2-CR00070,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00275,0,0,0,0,0,0,0,0
1.84867E+15,251112/清水絢吾/セミナーダイジェスト/コピー２/-CR00050,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00276,0,0,0,0,0,1,0,0
1.84855E+15,251111/清水絢吾/開催決定強化/びっくり/LP2-CR00066,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00277,0,0,0,0,0,0,0,0
1.84856E+15,251112/清水絢吾/セミナー開催決定(強化)/ホリエモン新冒頭2/-CR00079,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00278,0,0,0,0,0,0,0,0
1.84855E+15,＃納品_ホリエモン冒頭③_TT_Zlk7AORL.mp4_CR00062,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00279,0,0,0,0,0,6,0,0
1.84855E+15,251111/清水絢吾/開催決定強化/びっくり_CTA強化/LP2-CR00067,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00280,0,0,0,0,0,0,0,0
1.84855E+15,＃納品_ホリエモン冒頭①_TT_IRa49rNE.mp4_CR00061,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00281,0,0,0,0,0,0,0,0
1.84856E+15,251112/清水絢吾/セミナーダイジェスト/ホリエモン新冒頭4/-CR00085,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00282,0,0,0,0,0,0,0,0
1.84868E+15,251113清水絢吾おい会社員/穏やか_3万小遣い/LP2-CR00089,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00283,0,0,0,0,0,9,0,0
1.84855E+15,＃納品_箕輪さん冒頭⑤_TT_75mlDnb6.mp4_CR00064,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00284,0,0,0,0,0,11,0,0
1.84856E+15,251112/清水絢吾/セミナー開催決定(強化)/ホリエモン新冒頭4/-CR00081,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00285,0,0,0,0,0,4,0,0
1.84856E+15,251112/清水絢吾/セミナーダイジェスト/ホリエモン新冒頭1/-CR00082,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00286,0,0,0,0,0,3,0,0
1.84856E+15,これから化ける(セミナー) CR00086,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00287,0,0,0,0,0,0,0,0
1.84855E+15,251111/清水絢吾/開催決定強化/ホリエモン冒頭①/LP2-CR00068,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00288,0,0,0,0,0,1,0,0
1.84855E+15,＃納品_箕輪さん冒頭③_TT_7T4Raq9s.mp4_CR00063,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00289,0,0,0,0,0,7,0,0
1.84856E+15,251112/清水絢吾/セミナーダイジェスト/ホリエモン新冒頭3/-CR00084,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00290,0,0,0,0,0,0,0,0
1.84868E+15,251113清水絢吾/おい会社員/穏やか_30平社員/LP2-CR00090,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00291,0,0,0,0,0,9,0,0
1.84856E+15,251112/清水絢吾/セミナー開催決定(強化)/ホリエモン新冒頭3/-CR00080,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00292,0,0,0,0,0,14,0,0
1.84856E+15,251112/清水絢吾/セミナーダイジェスト/ホリエモン新冒頭2/-CR00083,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00293,0,0,0,0,0,0,0,0
1.84867E+15,251112/清水絢吾/セミナーダイジェスト/権威/-CR00053,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00294,0,0,0,0,0,14,0,0
1.84856E+15,251112/清水絢吾/これ間違えです(セミナー)/ホリエモン新冒頭3/-CR00076,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00295,0,0,0,0,0,1,0,0
1.84855E+15,＃納品_まちがっている_セミナー_強化なし_TT_qTA3vaNz.mp4_CR00060,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00296,0,0,0,0,0,3,0,0
1.84867E+15,251112/清水絢吾/セミナーダイジェスト/トレンド/-CR00047,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00297,0,0,0,0,0,2,0,0
1.84856E+15,251112/清水絢吾/これ間違えです(セミナー)/ホリエモン新冒頭2/-CR00075,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00298,0,0,0,0,0,0,0,0
1.84867E+15,251112/清水絢吾/セミナーダイジェスト/ＵＧＣ/-CR00048,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00299,0,0,0,0,0,17,0,0
1.84856E+15,251112/清水絢吾/これ間違えです(セミナー)/ホリエモン新冒頭4/-251112/清水絢吾/これ間違えです(セミナー)/ホリエモン新冒頭4/-CR00077,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00300,0,0,0,0,0,28,0,0
1.84868E+15,251113清水絢吾おい会社員/穏やか_手取り20万/LP2-CR00088,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00301,0,0,0,0,0,1,0,0
1.84867E+15,251112/清水絢吾/セミナーダイジェスト/キャンペーン/-CR00045,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00302,0,0,0,0,0,4,0,0
1.84867E+15,251112/清水絢吾/セミナーダイジェスト/コピー１/-CR00049,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00303,0,0,0,0,0,0,0,0
1.84867E+15,251112/清水絢吾/セミナーダイジェスト/希少性/-CR00054,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00304,0,0,0,0,0,0,0,0
1.84867E+15,251112/清水絢吾/セミナーダイジェスト/呼びかけ/-CR00046,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00305,0,0,0,0,0,1,0,0
1.84856E+15,251112/清水絢吾/これ間違えです(セミナー)/ホリエモン新冒頭1/-CR00074,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00306,0,0,0,0,0,13,0,0
1.84858E+15,スマプラまとめ CR00087,SMART_PLUS,TikTok広告-スキルプラス-LP2-CR00307,0,0,0,0,0,2,0,0
